Time,Participation,Plaza,NSE,Ages,Group,Role,Anonymized_Name,Cleaned_Participation,Cleaned_for_Beto,Thematic_Categories,BETO_Numeric_Sentiment_Processed
12:53:47 a. m.,"Pues yo como tal No no he notado así un gran cambio Así que dije, ay, ya este acabo, por ejemplo la corrupción que es lo de lo que mucho hablan, pues no lo he visto este igual, el el neopotismo Pues tampoco ha terminado Entonces yo todavía como tal No no veo un cambio.",CDMX,C-,20 - 30 años,1,Participant,a62022e703,tal notado gran cambio dije ay acabo ejemplo corrupción hablan visto igual neopotismo tampoco terminado todavía tal cambio,"pues yo como tal no no he notado así un gran cambio así que dije, ay, ya este acabo, por ejemplo la corrupción que es lo de lo que mucho hablan, pues no lo he visto este igual, el el neopotismo pues tampoco ha terminado entonces yo todavía como tal no no veo un cambio.","Corruption problems, General opinions about the country, Post-electoral mood",-0.998297632
12:54:23 a. m.,"Creo que todo se resumen expectante como se mencionó al principio, es algo algo nuevo algo histórico este. Vaya las elecciones fueron hace ya un par de meses Pero la la presidenta. Está llegó al poder hace un mes. Un mes nueve días, Así que creo que sacar una conclusión a este tiempo sería un poco apresurado.",CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,resumen expectante mencionó principio nuevo histórico vaya par meses presidenta llegó poder mes mes nueve días sacar conclusión tiempo apresurado,"creo que todo se resumen expectante como se mencionó al principio, es algo algo nuevo algo histórico este. vaya las elecciones fueron hace ya un par de meses pero la la presidenta. está llegó al poder hace un mes. un mes nueve días, así que creo que sacar una conclusión a este tiempo sería un poco apresurado.","Post-electoral mood, General opinions about the country, Sheinbaum",0
12:55:38 a. m.,"Así que bueno, yo, por ejemplo este siento que si era de las más preparadas en cuanto Pues solamente tuvimos como tres candidatos a elegir y pues siento que sí, era como de las que mejor este estaba preparada entonces en esa parte, pues yo lo siento bien, que sí, fue una buena elección.",CDMX,C-,20 - 30 años,1,Participant,a62022e703,ejemplo preparadas cuanto solamente tres candidatos elegir mejor preparada parte buena elección,"así que bueno, yo, por ejemplo este siento que si era de las más preparadas en cuanto pues solamente tuvimos como tres candidatos a elegir y pues siento que sí, era como de las que mejor este estaba preparada entonces en esa parte, pues yo lo siento bien, que sí, fue una buena elección.","Post-electoral mood, Sheinbaum",0.998535752
12:56:08 a. m.,"Sí, Este creo que nadie más al salamonita Así que también me",CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,nadie salamonita,"sí, este creo que nadie más al salamonita así que también me",Sheinbaum,0
12:56:15 a. m.,"siento un poco emocionado por lo mismo no solo la primera mujer, sino la primera científica que llega a ese a ese. A ese poder y eso a mí personalmente me emociona porque pues vaya, no toda mi carrera profesional de aquí en un futuro, pues se va a regir en eso, así que sé que sin duda Va a fomentar muchísimo más la la cultura científica que en México es vaya solamente decir no la mejor.",CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,emocionado mismo primera mujer primera científica llega poder personalmente emociona vaya toda carrera profesional futuro regir duda fomentar muchísimo cultura científica méxico vaya solamente mejor,"siento un poco emocionado por lo mismo no solo la primera mujer, sino la primera científica que llega a ese a ese. a ese poder y eso a mí personalmente me emociona porque pues vaya, no toda mi carrera profesional de aquí en un futuro, pues se va a regir en eso, así que sé que sin duda va a fomentar muchísimo más la la cultura científica que en méxico es vaya solamente decir no la mejor.","General opinions about the country, Sheinbaum",0.998095691
12:57:30 a. m.,"Yo sigo neutro yo siempre he estado neutro Yo no me meto mucho en ese asunto, la verdad es que yo de hecho a mí se me hace muy curioso cuando la gente dice no es que Obrador así o no es que Peña nita así no es que mi presidente y pues yo veinticuatro años que llevo viviendo se me hace Exactamente lo mismo yo Nada más escucho promesas a mí me encanta la idea y nadie la propone este me a mí yo me encantaría la la pena de muerte. Yo creo yo lo apoyo bastante eso sería un verdadero cambio realmente. Y de ahí en fuera, pues no, no he visto. He visto que hay becas entran becas salen becas, sube gasolina, sube esto sube supuestamente salario mínimo, pero igual suben impuestos Entonces yo pues muy neutro yo no no veo a alguien que de verdad diga Wow Sí ese presidente sí, cambió esto.",CDMX,C-,20 - 30 años,1,Participant,5ef6846588,sigo neutro siempre neutro meto asunto hecho curioso gente obrador peña nita presidente veinticuatro llevo viviendo exactamente mismo escucho promesas encanta idea nadie propone encantaría pena muerte apoyo bastante verdadero cambio realmente visto visto becas entran becas salen becas sube gasolina sube sube supuestamente salario mínimo igual suben impuestos neutro alguien diga wow presidente cambió,"yo sigo neutro yo siempre he estado neutro yo no me meto mucho en ese asunto, la verdad es que yo de hecho a mí se me hace muy curioso cuando la gente dice no es que obrador así o no es que peña nita así no es que mi presidente y pues yo veinticuatro años que llevo viviendo se me hace exactamente lo mismo yo nada más escucho promesas a mí me encanta la idea y nadie la propone este me a mí yo me encantaría la la pena de muerte. yo creo yo lo apoyo bastante eso sería un verdadero cambio realmente. y de ahí en fuera, pues no, no he visto. he visto que hay becas entran becas salen becas, sube gasolina, sube esto sube supuestamente salario mínimo, pero igual suben impuestos entonces yo pues muy neutro yo no no veo a alguien que de verdad diga wow sí ese presidente sí, cambió esto.","Morena, Post-electoral mood",0.733721972
12:58:29 a. m.,La gente yo la veo.,CDMX,C-,20 - 30 años,1,Participant,5ef6846588,gente,la gente yo la veo.,"Morena, Post-electoral mood",0
12:58:31 a. m.,Si yo a la gente la veo igual que siempre quejándose nada más.,CDMX,C-,20 - 30 años,1,Participant,5ef6846588,gente igual siempre quejándose,si yo a la gente la veo igual que siempre quejándose nada más.,"Morena, Post-electoral mood",-0.996099234
12:58:43 a. m.,"Pues la otra vez vi un video como que hablaba de lo que fueron las elecciones y casi o bueno de lo que hablaban era que como que en estas últimas casi toda la gente votó como que mucho por morena Bueno a raíz de que pues amlo quedó y así como él decía entonces, pues bueno, en lo personal yo siento que sí, trato de manejarme en neutral, porque también no sea, no sé por ese lado también era lo que en un programa vi que estaban como que discutiendo si era como que igual correcto de que nada más como que un partido estuviera casi en varios como que municipios o bueno, delegaciones o así de los estados, porque decían como de yeso como que si fuera una dictadura o así también bueno, entre comillas Pues porque le dijeron y así. Ajá entonces siento que últimamente como que muchas personas trataron Este pero tampoco no sé si es que siento que realmente luego como que luego no analizan todas las propuestas y así nada más por algún candidato se voltean como que por todos.",CDMX,C-,20 - 30 años,1,Participant,04a213b29f,vez vi video hablaba casi hablaban últimas casi toda gente votó raíz amlo quedó decía personal trato manejarme neutral lado programa vi discutiendo igual correcto casi varios municipios delegaciones decían yeso dictadura comillas dijeron ajá últimamente muchas personas trataron tampoco realmente analizan todas propuestas algún candidato voltean,"pues la otra vez vi un video como que hablaba de lo que fueron las elecciones y casi o bueno de lo que hablaban era que como que en estas últimas casi toda la gente votó como que mucho por morena bueno a raíz de que pues amlo quedó y así como él decía entonces, pues bueno, en lo personal yo siento que sí, trato de manejarme en neutral, porque también no sea, no sé por ese lado también era lo que en un programa vi que estaban como que discutiendo si era como que igual correcto de que nada más como que un partido estuviera casi en varios como que municipios o bueno, delegaciones o así de los estados, porque decían como de yeso como que si fuera una dictadura o así también bueno, entre comillas pues porque le dijeron y así. ajá entonces siento que últimamente como que muchas personas trataron este pero tampoco no sé si es que siento que realmente luego como que luego no analizan todas las propuestas y así nada más por algún candidato se voltean como que por todos.","Morena, Post-electoral mood",-0.938499928
01:00:20 a. m.,"Sí muy muy interesante no en general Como comentario Realmente me gusta, me gusta mucho la historia de nuestro país, no? Este y pues justamente No desde desde que se da el movimiento de la Revolución pues se ha buscado eso a partir desde pobre con",CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,interesante general comentario realmente historia país justamente da revolución buscado partir pobre,"sí muy muy interesante no en general como comentario realmente me gusta, me gusta mucho la historia de nuestro país, no? este y pues justamente no desde desde que se da el movimiento de la revolución pues se ha buscado eso a partir desde pobre con","Morena, Post-electoral mood, General opinions about the country",0.99064976
01:00:44 a. m.,Esta dictadura perfecta llamémosla,CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,dictadura perfecta llamémosla,esta dictadura perfecta llamémosla,"Morena, Post-electoral mood",-0.988085747
01:00:47 a. m.,este y justamente No pues hace sentido el este otro partido el pri lleva muchísimos años llevó muchísimos años este gobernando de exactamente la misma manera inclusive hubo un periodo histórico que se llamó el maximato en nuestra historia que Considero que se está repitiendo.,CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,justamente lleva muchísimos llevó muchísimos gobernando exactamente misma manera inclusive periodo histórico llamó maximato historia considero repitiendo,este y justamente no pues hace sentido el este otro partido el pri lleva muchísimos años llevó muchísimos años este gobernando de exactamente la misma manera inclusive hubo un periodo histórico que se llamó el maximato en nuestra historia que considero que se está repitiendo.,"Morena, Post-electoral mood, PRIAN",-0.998830378
01:01:24 a. m.,"Vaya no, en un sentido de estricto de la palabra no porque pues una",CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,vaya estricto palabra,"vaya no, en un sentido de estricto de la palabra no porque pues una","Morena, Post-electoral mood",0
01:01:28 a. m.,"dictadura Pues sería nada que ver con esto, pero claro, o sea, es como vaya tarde más de 200 años en llegar al poder, pues obviamente me voy a aferrar al poder, no, no voy a",CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,dictadura claro vaya tarde 200 llegar poder obviamente aferrar poder,"dictadura pues sería nada que ver con esto, pero claro, o sea, es como vaya tarde más de 200 años en llegar al poder, pues obviamente me voy a aferrar al poder, no, no voy a","Morena, Post-electoral mood",-0.995657086
01:01:42 a. m.,dejar que esto salga rápido este,CDMX,C-,20 - 30 años,1,Participant,1e3d029b1d,dejar salga rápido,dejar que esto salga rápido este,"Morena, Post-electoral mood",0
